School Name,School Type,County,City,Reported,Herd Immunity,Enrollment,PBE #,PBE %,Percentage Point Change 2007-14,DTP %,Polio %,MMR %,HEPB %,VAR %
THINK COLLEGE NOW,PUBLIC,ALAMEDA,OAKLAND,Y,No,50,0,0,No Opt-Outs,86,88,90,92,94
THORNHILL ELEMENTARY,PUBLIC,ALAMEDA,OAKLAND,Y,No,77,0,0,No Opt-Outs,17,17,14,22,21
VINCENT ACADEMY,PUBLIC,ALAMEDA,OAKLAND,Y,Yes,24,1,4,No Data,96,96,96,96,96
WORLD ACADEMY,PUBLIC,ALAMEDA,OAKLAND,N,Not Known, ,,,No Data,,,,,
BEACH ELEMENTARY,PUBLIC,ALAMEDA,PIEDMONT,Y,Yes,40,1,3,0,98,98,98,93,98
HAVENS ELEMENTARY,PUBLIC,ALAMEDA,PIEDMONT,Y,Yes,63,1,2,Up from None,98,98,98,95,98
WILDWOOD ELEMENTARY,PUBLIC,ALAMEDA,PIEDMONT,Y,No,41,1,2,Up from None,93,93,90,83,93
ALISAL ELEMENTARY,PUBLIC,ALAMEDA,PLEASANTON,Y,Yes,104,1,1,0,98,99,98,98,99
AMADOR VALLEY ADULT AND COMMUNITY EDUCATION,PUBLIC,ALAMEDA,PLEASANTON,N,Not Known, ,,,No Data,,,,,
DONLON ELEMENTARY,PUBLIC,ALAMEDA,PLEASANTON,Y,Yes,112,0,0,No Opt-Outs,100,100,98,100,100
FAIRLANDS ELEMENTARY,PUBLIC,ALAMEDA,PLEASANTON,Y,Yes,140,1,1,Up from None,99,99,99,99,99
HENRY P. MOHR ELEMENTARY,PUBLIC,ALAMEDA,PLEASANTON,Y,Yes,100,0,0,No Opt-Outs,99,100,99,100,100
LYDIKSEN ELEMENTARY,PUBLIC,ALAMEDA,PLEASANTON,Y,Yes,110,4,4,1,95,95,95,94,95
PHOEBE APPERSON HEARST ELEMENTARY,PUBLIC,ALAMEDA,PLEASANTON,Y,Yes,103,1,1,-1,99,99,99,99,99
VALLEY VIEW ELEMENTARY,PUBLIC,ALAMEDA,PLEASANTON,Y,No,77,0,0,No Opt-Outs,90,88,88,88,90
VINTAGE HILLS ELEMENTARY,PUBLIC,ALAMEDA,PLEASANTON,Y,Yes,105,0,0,Down to None,98,98,97,98,99
WALNUT GROVE ELEMENTARY,PUBLIC,ALAMEDA,PLEASANTON,Y,Yes,107,5,5,Up from None,95,95,95,94,95
GARFIELD ELEMENTARY,PUBLIC,ALAMEDA,SAN LEANDRO,Y,Yes,62,2,3,2,97,97,97,97,97
JEFFERSON ELEMENTARY,PUBLIC,ALAMEDA,SAN LEANDRO,Y,Yes,96,0,0,Down to None,99,100,100,99,100
MADISON ELEMENTARY,PUBLIC,ALAMEDA,SAN LEANDRO,Y,Yes,60,1,2,0,98,97,98,98,98
MCKINLEY ELEMENTARY,PUBLIC,ALAMEDA,SAN LEANDRO,Y,Yes,83,1,1,Up from None,99,99,99,99,99
MONROE ELEMENTARY,PUBLIC,ALAMEDA,SAN LEANDRO,Y,Yes,60,0,0,No Opt-Outs,98,100,98,98,100
ROOSEVELT ELEMENTARY,PUBLIC,ALAMEDA,SAN LEANDRO,Y,Yes,83,4,5,2,95,95,93,94,95
WASHINGTON ELEMENTARY,PUBLIC,ALAMEDA,SAN LEANDRO,Y,Yes,47,0,0,Down to None,98,100,100,100,100
WILSON ELEMENTARY,PUBLIC,ALAMEDA,SAN LEANDRO,Y,Yes,108,1,1,-1,99,98,97,98,99
COLONIAL ACRES ELEMENTARY,PUBLIC,ALAMEDA,HAYWARD,Y,Yes,137,0,0,No Opt-Outs,100,100,100,100,100
LORENZO MANOR ELEMENTARY,PUBLIC,ALAMEDA,HAYWARD,Y,Yes,122,3,2,Up from None,93,96,95,97,94
CORVALLIS ELEMENTARY,PUBLIC,ALAMEDA,SAN LEANDRO,Y,Yes,96,0,0,No Opt-Outs,98,98,97,99,98
HILLSIDE ELEMENTARY,PUBLIC,ALAMEDA,SAN LEANDRO,Y,Yes,107,1,1,Up from None,99,99,98,98,99
BAY ELEMENTARY,PUBLIC,ALAMEDA,SAN LORENZO,Y,Yes,94,0,0,No Opt-Outs,93,99,97,98,100
DAYTON ELEMENTARY,PUBLIC,ALAMEDA,SAN LORENZO,Y,No,95,3,3,Up from None,89,94,92,97,96
DEL REY ELEMENTARY,PUBLIC,ALAMEDA,SAN LORENZO,Y,Yes,102,0,0,Down to None,99,99,96,100,100
GRANT ELEMENTARY,PUBLIC,ALAMEDA,SAN LORENZO,Y,Yes,89,1,1,-1,98,98,98,98,99
HESPERIAN ELEMENTARY,PUBLIC,ALAMEDA,SAN LORENZO,Y,Yes,138,1,1,Up from None,97,98,97,99,99
SUNOL GLEN ELEMENTARY,PUBLIC,ALAMEDA,SUNOL,Y,No,34,1,3,0,91,79,94,82,91
CHINESE CHRISTIAN SCHOOLSÃ¢â‚¬â€œALAMEDA,PRIVATE,ALAMEDA,ALAMEDA,Y,Yes,22,0,0,No Data,95,95,95,100,100
RISING STAR MONTESSORI SCHOOL,PRIVATE,ALAMEDA,ALAMEDA,Y,No,15,1,7,2,60,60,60,87,87
ST. JOSEPH ELEMENTARY,PRIVATE,ALAMEDA,ALAMEDA,Y,No,21,1,5,Up from None,86,90,90,95,90
ST. PHILIP NERI ELEMENTARY,PRIVATE,ALAMEDA,ALAMEDA,Y,No,23,0,0,No Opt-Outs,91,83,91,100,100
"ACADEMY, THE",PRIVATE,ALAMEDA,BERKELEY,N,Not Known, ,,,No Data,,,,,
AMERICAN INTERNATIONAL MONTESSORI SCHOOL,PRIVATE,ALAMEDA,BERKELEY,Y,Yes,18,0,0,No Data,100,100,94,100,100
BERKELEY ROSE SCHOOL,PRIVATE,ALAMEDA,BERKELEY,Y,No,23,20,87,No Data,13,13,13,13,13
BERKWOOD HEDGE,PRIVATE,ALAMEDA,BERKELEY,Y,No,17,2,12,1,76,65,71,59,65
ECOLE BILINGUE DE BERKELEY,PRIVATE,ALAMEDA,BERKELEY,Y,No,68,8,12,10,65,74,78,85,88
GLOBAL MONTESSORI INTERNATIONAL SCHOOL,PRIVATE,ALAMEDA,BERKELEY,N,Not Known, ,,,No Data,,,,,
SCHOOL OF THE MADELEINE,PRIVATE,ALAMEDA,BERKELEY,Y,No,31,0,0,Down to None,90,97,94,94,100
THE BERKELEY SCHOOL,PRIVATE,ALAMEDA,BERKELEY,Y,Yes,18,1,6,-8,94,94,94,94,94
VIA CENTER,PRIVATE,ALAMEDA,BERKELEY,N,Not Known, ,,,No Data,,,,,
WALDEN CENTER AND SCHOOL,PRIVATE,ALAMEDA,BERKELEY,Y,No,11,1,9,-33,82,64,91,64,73
A SHEPHERD'S HEART CHRISTIAN SCHOOL,PRIVATE,ALAMEDA,CASTRO VALLEY,N,Not Known, ,,,No Data,,,,,
OUR LADY OF GRACE SCHOOL,PRIVATE,ALAMEDA,CASTRO VALLEY,Y,Yes,38,0,0,Down to None,100,100,100,100,100
REDWOOD CHRISTIAN ELEMENTARY,PRIVATE,ALAMEDA,CASTRO VALLEY,Y,Yes,46,0,0,No Opt-Outs,100,100,100,100,100
"QUARRY LANE SCHOOL, THE",PRIVATE,ALAMEDA,DUBLIN,Y,Yes,43,1,2,Up from None,95,98,95,95,98
ST. PHILIP LUTHERAN,PRIVATE,ALAMEDA,DUBLIN,N,Not Known, ,,,No Data,,,,,
ST. RAYMOND,PRIVATE,ALAMEDA,DUBLIN,Y,Yes,35,0,0,No Data,100,100,100,100,100
VALLEY CHRISTIAN ELEMENTARY SCHOOL,PRIVATE,ALAMEDA,DUBLIN,Y,Yes,29,0,0,Down to None,100,97,100,100,100
FREMONT CHRISTIAN SCHOOL,PRIVATE,ALAMEDA,FREMONT,Y,No,61,2,3,2,77,77,80,95,97
HOLY SPIRIT ELEMENTARY,PRIVATE,ALAMEDA,FREMONT,Y,Yes,36,0,0,No Opt-Outs,100,100,100,100,100
ILM ACADEMY,PRIVATE,ALAMEDA,FREMONT,Y,Yes,19,0,0,No Data,100,100,100,100,100
KIMBER HILLS ACADEMY,PRIVATE,ALAMEDA,FREMONT,Y,Yes,31,2,6,Up from None,94,94,94,94,94
NEW HORIZONS,PRIVATE,ALAMEDA,FREMONT,N,Not Known, ,,,No Data,,,,,
OUR LADY OF GUADALUPE,PRIVATE,ALAMEDA,FREMONT,Y,Yes,23,0,0,No Opt-Outs,100,100,100,96,100
PEACE TERRACE ACADEMY,PRIVATE,ALAMEDA,FREMONT,Y,Yes,18,1,6,No Data,94,94,94,94,94
PRINCE OF PEACE LUTHERAN SCHOOL,PRIVATE,ALAMEDA,FREMONT,Y,Yes,40,0,0,No Opt-Outs,100,100,100,100,100
SCRIBBLES MONTESSORI SCHOOL,PRIVATE,ALAMEDA,FREMONT,Y,Yes,10,0,0,No Data,100,100,100,100,100
ST. JOSEPH ELEMENTARY,PRIVATE,ALAMEDA,FREMONT,Y,Yes,18,0,0,No Data,100,100,100,100,100
STRATFORD SCHOOL,PRIVATE,ALAMEDA,FREMONT,Y,Yes,59,1,2,No Data,97,97,98,98,98
STRATFORD SCHOOL,PRIVATE,ALAMEDA,FREMONT,Y,Yes,40,1,3,Up from None,98,98,98,98,98
ALL SAINTS CATHOLIC SCHOOL,PRIVATE,ALAMEDA,HAYWARD,Y,No,26,0,0,No Opt-Outs,92,96,92,96,100
KINGDOM BUILDER CHRISTIAN PRIVATE SCHOOL,PRIVATE,ALAMEDA,HAYWARD,N,Not Known, ,,,No Data,,,,,
LEA'S CHRISTIAN,PRIVATE,ALAMEDA,HAYWARD,Y,Yes,13,0,0,No Opt-Outs,100,100,100,100,100
MONTESSORI CHILDREN'S HOUSE OF HAYWARD,PRIVATE,ALAMEDA,HAYWARD,Y,Yes,18,0,0,No Opt-Outs,94,100,100,100,100
SAINT CLEMENT CATHOLIC SCHOOL,PRIVATE,ALAMEDA,HAYWARD,Y,Yes,28,0,0,No Opt-Outs,100,100,100,100,100
ST. BEDE CATHOLIC SCHOOL,PRIVATE,ALAMEDA,HAYWARD,N,Not Known, ,,,No Data,,,,,
ST. JOACHIM'S ELEMENTARY,PRIVATE,ALAMEDA,HAYWARD,Y,Yes,36,0,0,No Opt-Outs,100,100,100,100,100
OUR SAVIOR LUTHERAN,PRIVATE,ALAMEDA,LIVERMORE,Y,No,26,3,12,7,88,88,88,88,88
ST. MICHAEL ELEMENTARY,PRIVATE,ALAMEDA,LIVERMORE,Y,No,14,0,0,No Opt-Outs,93,93,93,100,93
VALLEY MONTESSORI SCHOOL,PRIVATE,ALAMEDA,LIVERMORE,Y,No,28,0,0,Down to None,89,93,89,100,100
CHALLENGER - NEWARK,PRIVATE,ALAMEDA,NEWARK,Y,Yes,60,0,0,No Opt-Outs,100,100,97,100,100
CHALLENGERÃ¢â‚¬â€œARDENWOOD,PRIVATE,ALAMEDA,NEWARK,Y,Yes,113,1,1,0,98,98,96,98,98
ST. EDWARD PARISH,PRIVATE,ALAMEDA,NEWARK,Y,Yes,18,0,0,No Opt-Outs,100,100,100,100,100
ACTS CHRISTIAN ACADEMY,PRIVATE,ALAMEDA,OAKLAND,Y,No,21,0,0,No Opt-Outs,76,90,71,100,100
AURORA SCHOOL,PRIVATE,ALAMEDA,OAKLAND,Y,No,11,0,0,No Opt-Outs,100,91,100,73,91
BENTLEY,PRIVATE,ALAMEDA,OAKLAND,Y,Yes,36,2,6,Up from None,94,94,94,94,94
DR. HERBERT GUICE CHRISTIAN ACADEMY,PRIVATE,ALAMEDA,OAKLAND,Y,Yes,13,0,0,No Data,100,100,100,100,100
ESCUELA BILINGÃƒÅ“E INTERNACIONAL,PRIVATE,ALAMEDA,OAKLAND,Y,Yes,50,3,6,No Data,92,92,92,92,92
GROWING LIGHT MONTESSORI,PRIVATE,ALAMEDA,OAKLAND,Y,Yes,23,1,4,-1,96,96,96,96,96
HEAD-ROYCE SCHOOL,PRIVATE,ALAMEDA,OAKLAND,Y,Yes,38,1,3,Up from None,97,97,97,97,97
I.Q.R.A.A.EDUCATIONAL ACADEMY& SERVICES,PRIVATE,ALAMEDA,OAKLAND,N,Not Known, ,,,No Data,,,,,
ILE OMODE,PRIVATE,ALAMEDA,OAKLAND,Y,Yes,11,1,9,No Data,91,91,91,91,91
MILLS COLLEGE CHILDREN'S SCHOOL,PRIVATE,ALAMEDA,OAKLAND,Y,No,21,0,0,Down to None,62,57,71,81,100
MUHAMMAD INSTITUTE OF ISLAM,PRIVATE,ALAMEDA,OAKLAND,N,Not Known, ,,,No Data,,,,,
MUHAMMAD UNIVERSITY OF ISLAM,PRIVATE,ALAMEDA,OAKLAND,N,Not Known, ,,,No Data,,,,,
NORTHERN LIGHT SCHOOL,PRIVATE,ALAMEDA,OAKLAND,Y,Yes,17,0,0,No Opt-Outs,100,100,100,100,100
OAKLAND HEBREW DAY,PRIVATE,ALAMEDA,OAKLAND,N,Not Known, ,,,No Data,,,,,
PARK DAY,PRIVATE,ALAMEDA,OAKLAND,Y,No,26,1,4,-3,77,73,77,69,77
PATTEN ACADEMY OF CHRISTIAN EDUCATION,PRIVATE,ALAMEDA,OAKLAND,Y,No,15,0,0,No Opt-Outs,87,93,93,93,100
REDWOOD DAY SCHOOL,PRIVATE,ALAMEDA,OAKLAND,Y,No,30,3,10,No Data,87,87,90,87,87
SAINT JARLATH SCHOOL,PRIVATE,ALAMEDA,OAKLAND,Y,Yes,12,0,0,No Opt-Outs,100,100,100,100,100
SAINT LEO THE GREAT SCHOOL,PRIVATE,ALAMEDA,OAKLAND,Y,Yes,25,0,0,No Opt-Outs,100,100,100,100,100
"SAINT VINCENT'S DAY HOME, INC.",PRIVATE,ALAMEDA,OAKLAND,Y,Yes,30,0,0,No Opt-Outs,100,100,100,100,100
SPECTRUM CENTER - CAMDEN SCHOOL,PRIVATE,ALAMEDA,OAKLAND,N,Not Known, ,,,No Data,,,,,
ST. ANDREW M.B.C. PRIVATE P. C. P. C.,PRIVATE,ALAMEDA,OAKLAND,N,Not Known, ,,,No Data,,,,,
ST. ANTHONY SCHOOL,PRIVATE,ALAMEDA,OAKLAND,Y,Yes,24,0,0,No Opt-Outs,96,96,96,96,100
ST. ELIZABETH ELEMENTARY,PRIVATE,ALAMEDA,OAKLAND,Y,No,24,0,0,No Opt-Outs,71,46,58,67,71
ST. LAWRENCE O'TOOLE ELEMENTARY,PRIVATE,ALAMEDA,OAKLAND,N,Not Known, ,,,No Data,,,,,
ST. MARTIN DE PORRES,PRIVATE,ALAMEDA,OAKLAND,Y,Yes,27,0,0,No Opt-Outs,100,100,100,100,100
ST. PAUL'S EPISCOPAL,PRIVATE,ALAMEDA,OAKLAND,Y,Yes,30,0,0,Down to None,100,100,100,100,100
ST. THERESA SCHOOL,PRIVATE,ALAMEDA,OAKLAND,Y,Yes,19,0,0,No Opt-Outs,100,100,100,100,100
STARLITE SCHOOL,PRIVATE,ALAMEDA,OAKLAND,Y,Yes,16,0,0,No Opt-Outs,100,100,100,100,100
THE RENAISSANCE INTERNATIONAL SCHOOL,PRIVATE,ALAMEDA,OAKLAND,N,Not Known, ,,,No Data,,,,,
CORPUS CHRISTI ELEMENTARY,PRIVATE,ALAMEDA,PIEDMONT,Y,Yes,31,0,0,Down to None,100,100,100,100,100
ZION LUTHERAN SCHOOL,PRIVATE,ALAMEDA,PIEDMONT,N,Not Known, ,,,No Data,,,,,
STRATFORD SCHOOL,PRIVATE,ALAMEDA,PLEASANTON,Y,Yes,106,1,1,No Data,93,96,93,99,99
TEST KINDERGARTEN,PRIVATE,ALAMEDA,RICHMOND,Y,No,11,3,27,No Data,64,64,64,64,64
ASSUMPTION,PRIVATE,ALAMEDA,SAN LEANDRO,N,Not Known, ,,,No Data,,,,,
CHINESE CHRISTIAN SCHOOLSÃ¢â‚¬â€œSAN LEANDRO,PRIVATE,ALAMEDA,SAN LEANDRO,Y,Yes,30,0,0,No Opt-Outs,97,97,90,97,97
INTERNATIONAL BIBLE BAPTIST ACADEMY,PRIVATE,ALAMEDA,SAN LEANDRO,N,Not Known, ,,,No Data,,,,,
"PRINCIPLED ACADEMY, THE",PRIVATE,ALAMEDA,SAN LEANDRO,Y,No,11,2,18,13,82,82,82,82,82
ST. FELICITAS CATHOLIC SCHOOL,PRIVATE,ALAMEDA,SAN LEANDRO,Y,Yes,31,0,0,No Opt-Outs,90,90,90,100,100
ST. LEANDER,PRIVATE,ALAMEDA,SAN LEANDRO,Y,Yes,27,0,0,No Opt-Outs,100,100,100,100,100
CALVARY LUTHERAN ELEMENTARY,PRIVATE,ALAMEDA,SAN LORENZO,N,Not Known, ,,,No Data,,,,,
ST. JOHN ELEMENTARY,PRIVATE,ALAMEDA,SAN LORENZO,Y,Yes,21,0,0,No Opt-Outs,95,100,95,100,100
MISSION HILLS MIDDLE SCHOOL,PRIVATE,ALAMEDA,UNION CITY,Y,Yes,106,3,3,No Data,97,97,97,97,97
NORTHSTAR SCHOOL,PRIVATE,ALAMEDA,UNION CITY,Y,Yes,17,0,0,No Opt-Outs,100,100,100,100,100
OUR LADY OF THE ROSARY,PRIVATE,ALAMEDA,UNION CITY,Y,Yes,12,0,0,No Opt-Outs,100,100,100,100,100
PURPLE LOTUS BUDDHIST SCHOOL,PRIVATE,ALAMEDA,UNION CITY,N,Not Known, ,,,No Data,,,,,
DIAMOND VALLEY ELEMENTARY,PUBLIC,ALPINE,MARKLEEVILLE,N,Not Known, ,,,No Data,,,,,
IONE ELEMENTARY,PUBLIC,AMADOR,IONE,Y,Yes,60,1,2,-3,97,98,97,97,98
JACKSON ELEMENTARY,PUBLIC,AMADOR,JACKSON,Y,Yes,88,3,3,2,94,93,92,94,95
PINE GROVE ELEMENTARY STEM MAGNET,PUBLIC,AMADOR,JACKSON,Y,No,26,3,12,10,88,88,88,88,88
PIONEER ELEMENTARY,PUBLIC,AMADOR,PIONEER,Y,Yes,28,0,0,Down to None,96,100,93,100,100
PLYMOUTH ELEMENTARY,PUBLIC,AMADOR,PLYMOUTH,Y,Yes,27,0,0,Down to None,100,100,100,96,100
SUTTER CREEK ELEMENTARY,PUBLIC,AMADOR,SUTTER CREEK,Y,Yes,37,0,0,No Opt-Outs,92,95,97,92,100
BANGOR ELEMENTARY,PUBLIC,BUTTE,BANGOR,Y,Yes,11,0,0,No Opt-Outs,100,100,100,100,100
BIGGS ELEMENTARY,PUBLIC,BUTTE,BIGGS,Y,No,48,2,4,0,83,90,83,96,83
CORE BUTTE CHARTER,PUBLIC,BUTTE,CHICO,Y,No,46,30,65,No Data,35,35,35,35,35
LEARNING COMMUNITY CHARTER SCHOOL,PUBLIC,BUTTE,CHICO,Y,No,14,2,14,-47,71,71,71,71,71
BUTTE COUNTY SPECIAL EDUCATION,PUBLIC,BUTTE,OROVILLE,Y,Yes,10,0,0,Down to None,100,100,100,100,100
BLUE OAK CHARTER,PUBLIC,BUTTE,CHICO,Y,No,63,16,25,-10,60,59,52,59,65
CHAPMAN ELEMENTARY,PUBLIC,BUTTE,CHICO,Y,No,60,4,7,-6,83,85,82,90,90
CHICO COUNTRY DAY,PUBLIC,BUTTE,CHICO,Y,No,62,5,8,-5,90,89,89,85,90
CITRUS AVENUE ELEMENTARY,PUBLIC,BUTTE,CHICO,Y,Yes,70,3,4,3,94,96,96,96,96
EMMA WILSON ELEMENTARY,PUBLIC,BUTTE,CHICO,Y,No,104,4,4,3,88,92,93,93,95
HOOKER OAK ELEMENTARY,PUBLIC,BUTTE,CHICO,Y,No,61,4,7,0,87,87,87,89,89
LITTLE CHICO CREEK ELEMENTARY,PUBLIC,BUTTE,CHICO,Y,No,83,2,2,0,89,94,89,96,98
LOMA VISTA,PUBLIC,BUTTE,CHICO,Y,No,13,0,0,No Data,100,100,62,100,100
MARIGOLD ELEMENTARY,PUBLIC,BUTTE,CHICO,Y,No,70,7,10,8,89,89,89,90,90
MCMANUS -JOHN A.- ELEMENTARY,PUBLIC,BUTTE,CHICO,Y,Yes,109,1,1,-3,98,99,99,98,99
NEAL DOW ELEMENTARY,PUBLIC,BUTTE,CHICO,Y,Yes,46,0,0,Down to None,96,96,96,96,98
NORD COUNTRY,PUBLIC,BUTTE,CHICO,Y,Yes,22,1,5,No Data,95,95,95,95,95
PARKVIEW ELEMENTARY,PUBLIC,BUTTE,CHICO,Y,No,58,2,3,-5,86,86,83,91,91
ROSEDALE ELEMENTARY,PUBLIC,BUTTE,CHICO,Y,No,94,6,6,5,89,90,88,93,91
SHASTA ELEMENTARY,PUBLIC,BUTTE,CHICO,Y,Yes,89,2,2,0,98,98,98,98,98
SHERWOOD MONTESSORI,PUBLIC,BUTTE,CHICO,Y,No,22,6,27,No Data,68,73,73,73,68
SIERRA VIEW ELEMENTARY,PUBLIC,BUTTE,CHICO,Y,Yes,72,2,3,-2,96,96,96,96,96
WILDFLOWER OPEN CLASSROOM,PUBLIC,BUTTE,CHICO,Y,No,22,8,36,No Data,59,59,59,59,59
FOREST RANCH CHARTER,PUBLIC,BUTTE,FOREST RANCH,Y,No,14,4,29,No Data,64,64,57,57,57
DURHAM ELEMENTARY,PUBLIC,BUTTE,DURHAM,Y,Yes,65,5,8,5,92,92,92,92,92
CONCOW ELEMENTARY,PUBLIC,BUTTE,OROVILLE,Y,No,18,1,6,No Data,89,89,89,94,94
MCKINLEY ELEMENTARY,PUBLIC,BUTTE,GRIDLEY,Y,Yes,182,5,3,2,96,96,95,97,97
MANZANITA ELEMENTARY,PUBLIC,BUTTE,GRIDLEY,Y,Yes,33,0,0,No Opt-Outs,94,94,97,94,94
BIRD STREET ELEMENTARY,PUBLIC,BUTTE,OROVILLE,Y,Yes,26,0,0,No Opt-Outs,96,96,100,100,100
OAKDALE HEIGHTS ELEMENTARY,PUBLIC,BUTTE,OROVILLE,Y,Yes,87,2,2,-3,95,97,97,98,98
OPHIR ELEMENTARY,PUBLIC,BUTTE,OROVILLE,Y,Yes,72,4,6,4,94,94,94,94,94
STANFORD AVENUE ELEMENTARY,PUBLIC,BUTTE,OROVILLE,Y,Yes,79,0,0,Down to None,100,100,100,100,100
STREAM CHARTER,PUBLIC,BUTTE,OROVILLE,Y,No,30,5,17,No Data,80,80,80,80,80
WYANDOTTE AVENUE ELEMENTARY,PUBLIC,BUTTE,OROVILLE,Y,Yes,50,0,0,Down to None,100,100,100,100,100
HELEN M. WILCOX ELEMENTARY,PUBLIC,BUTTE,OROVILLE,Y,Yes,155,3,2,1,97,98,97,98,98
CEDARWOOD ELEMENTARY,PUBLIC,BUTTE,MAGALIA,Y,No,45,4,9,2,87,87,87,87,87
PINE RIDGE,PUBLIC,BUTTE,MAGALIA,Y,No,53,6,11,Up from None,83,77,85,83,83
ACHIEVE CHARTER SCHOOL OF PARADISE INC.,PUBLIC,BUTTE,PARADISE,Y,Yes,20,0,0,Down to None,90,100,90,100,100
CHILDREN'S COMMUNITY CHARTER,PUBLIC,BUTTE,PARADISE,Y,No,22,3,14,9,86,86,86,82,86
PARADISE ELEMENTARY,PUBLIC,BUTTE,PARADISE,Y,No,93,1,1,-5,82,89,87,91,90
PONDEROSA ELEMENTARY,PUBLIC,BUTTE,PARADISE,Y,No,109,2,2,-3,84,91,85,94,94
PLUMAS AVENUE ELEMENTARY,PUBLIC,BUTTE,OROVILLE,Y,Yes,79,2,3,Up from None,96,97,97,97,97
POPLAR AVENUE ELEMENTARY,PUBLIC,BUTTE,OROVILLE,Y,Yes,54,0,0,Down to None,98,100,100,100,100
SIERRA AVENUE ELEMENTARY,PUBLIC,BUTTE,OROVILLE,Y,Yes,82,2,2,Up from None,96,96,98,98,98
CHICO CHRISTIAN,PRIVATE,BUTTE,CHICO,Y,No,47,0,0,No Opt-Outs,68,77,72,83,85
NOTRE DAME SCHOOL,PRIVATE,BUTTE,CHICO,Y,No,20,2,10,6,80,80,75,80,80
OROVILLE CHRISTIAN SCHOOL,PRIVATE,BUTTE,OROVILLE,Y,No,11,2,18,No Data,82,82,82,82,82
PARADISE ADVENTIST ACADEMY,PRIVATE,BUTTE,PARADISE,Y,No,12,0,0,No Data,58,58,58,58,58
CALAVERAS COUNTY SPECIAL EDUCATION -SELPA-,PUBLIC,CALAVERAS,ANGELS CAMP,N,Not Known, ,,,No Data,,,,,
MOUNTAIN OAKS,PUBLIC,CALAVERAS,SAN ANDREAS,Y,No,23,10,43,2,43,48,39,48,52
CALAVERAS COUNTY ROP,PUBLIC,CALAVERAS,ANGELS CAMP,N,Not Known, ,,,No Data,,,,,
MOKELUMNE HILL ELEMENTARY,PUBLIC,CALAVERAS,MOKELUMNE HILL,Y,No,12,0,0,No Opt-Outs,92,92,83,83,92
SAN ANDREAS ELEMENTARY,PUBLIC,CALAVERAS,SAN ANDREAS,Y,No,52,5,10,6,81,79,77,87,87
JENNY LIND ELEMENTARY,PUBLIC,CALAVERAS,VALLEY SPRINGS,Y,No,81,4,5,4,91,91,91,94,95
VALLEY SPRINGS ELEMENTARY,PUBLIC,CALAVERAS,VALLEY SPRINGS,Y,No,75,6,8,5,89,89,85,89,91
WEST POINT ELEMENTARY,PUBLIC,CALAVERAS,WEST POINT,Y,No,18,1,6,-9,83,83,83,83,89
MARK TWAIN ELEMENTARY,PUBLIC,CALAVERAS,ANGELS CAMP,Y,No,45,3,7,-1,82,82,82,84,87
COPPEROPOLIS ELEMENTARY,PUBLIC,CALAVERAS,COPPEROPOLIS,Y,No,42,1,2,-4,90,88,86,93,93
HAZEL FISCHER ELEMENTARY,PUBLIC,CALAVERAS,ARNOLD,N,Not Known, ,,,No Data,,,,,
ALBERT A. MICHELSON ELEMENTARY,PUBLIC,CALAVERAS,MURPHYS,Y,No,53,4,8,5,87,89,89,91,91
KINGSWAY LEARNING CENTER,PRIVATE,CALAVERAS,MOUNTAIN RANCH,N,Not Known, ,,,No Data,,,,,
CHRISTIAN HERITAGE ACADEMY,PRIVATE,CALAVERAS,VALLECITO,N,Not Known, ,,,No Data,,,,,
JAMES M. BURCHFIELD PRIMARY,PUBLIC,COLUSA,COLUSA,Y,Yes,124,1,1,-1,98,98,98,99,99
MAXWELL ELEMENTARY,PUBLIC,COLUSA,MAXWELL,Y,Yes,23,0,0,No Opt-Outs,100,100,100,100,100
ARBUCKLE ELEMENTARY,PUBLIC,COLUSA,ARBUCKLE,Y,Yes,107,0,0,Down to None,100,100,100,100,100
WILLIAMS PRIMARY ELEMENTARY,PUBLIC,COLUSA,WILLIAMS,Y,Yes,142,1,1,-3,99,99,99,99,99
ANTIOCH CHARTER ACADEMY,PUBLIC,CONTRA COSTA,ANTIOCH,Y,Yes,30,2,7,Up from None,93,93,93,93,93
ANTIOCH CHARTER ACADEMY II,PUBLIC,CONTRA COSTA,ANTIOCH,Y,Yes,24,1,4,-7,92,92,92,96,96
BELSHAW ELEMENTARY,PUBLIC,CONTRA COSTA,ANTIOCH,Y,Yes,75,1,1,-1,96,97,96,97,96
CARMEN DRAGON ELEMENTARY,PUBLIC,CONTRA COSTA,ANTIOCH,Y,Yes,138,4,3,Up from None,93,94,92,96,97
DIABLO VISTA ELEMENTARY,PUBLIC,CONTRA COSTA,ANTIOCH,N,Not Known, ,,,No Data,,,,,
FREMONT ELEMENTARY,PUBLIC,CONTRA COSTA,ANTIOCH,Y,Yes,80,0,0,No Opt-Outs,100,100,100,100,100
GRANT ELEMENTARY,PUBLIC,CONTRA COSTA,ANTIOCH,Y,No,72,0,0,No Opt-Outs,89,89,89,94,94
JACK LONDON ELEMENTARY,PUBLIC,CONTRA COSTA,ANTIOCH,Y,Yes,83,2,2,-1,96,96,96,96,98
KIMBALL ELEMENTARY,PUBLIC,CONTRA COSTA,ANTIOCH,Y,Yes,116,0,0,No Opt-Outs,100,100,100,100,100
LONE TREE ELEMENTARY,PUBLIC,CONTRA COSTA,ANTIOCH,N,Not Known, ,,,No Data,,,,,
